file, #m
r30c114/30.114.247.cnf, 182
r30c114/30.114.293.cnf, 66
r30c114/30.114.9.cnf, 30
r30c114/30.114.153.cnf, 81
r30c114/30.114.132.cnf, 379
r30c114/30.114.37.cnf, 745
r30c114/30.114.245.cnf, 103
r30c114/30.114.209.cnf, 104
r30c114/30.114.88.cnf, 233
r30c114/30.114.217.cnf, 1159
r30c114/30.114.248.cnf, 10
r30c114/30.114.261.cnf, 1531
r30c114/30.114.216.cnf, 14
r30c114/30.114.259.cnf, 24
r30c114/30.114.81.cnf, 26
r30c114/30.114.119.cnf, 122
r30c114/30.114.271.cnf, 16
r30c114/30.114.24.cnf, 1771
r30c114/30.114.255.cnf, 44
r30c114/30.114.250.cnf, 104
r30c114/30.114.207.cnf, 201
r30c114/30.114.133.cnf, 69
r30c114/30.114.208.cnf, 52
r30c114/30.114.121.cnf, 427
r30c114/30.114.75.cnf, 72
r30c114/30.114.109.cnf, 916
r30c114/30.114.100.cnf, 8
r30c114/30.114.83.cnf, 38
r30c114/30.114.123.cnf, 61
r30c114/30.114.73.cnf, 270
r30c114/30.114.33.cnf, 403
r30c114/30.114.211.cnf, 166
r30c114/30.114.160.cnf, 18
r30c114/30.114.95.cnf, 96
r30c114/30.114.56.cnf, 266
r30c114/30.114.156.cnf, 3
r30c114/30.114.276.cnf, 47
r30c114/30.114.116.cnf, 36
r30c114/30.114.244.cnf, 600
r30c114/30.114.223.cnf, 670
r30c114/30.114.59.cnf, 293
r30c114/30.114.272.cnf, 12
r30c114/30.114.126.cnf, 157
r30c114/30.114.13.cnf, 1
r30c114/30.114.50.cnf, 89
r30c114/30.114.85.cnf, 14
r30c114/30.114.106.cnf, 163
r30c114/30.114.96.cnf, 21
r30c114/30.114.229.cnf, 7
r30c114/30.114.140.cnf, 119
r30c114/30.114.264.cnf, 23
r30c114/30.114.35.cnf, 4813
r30c114/30.114.117.cnf, 10
r30c114/30.114.290.cnf, 4
r30c114/30.114.295.cnf, 79
r30c114/30.114.224.cnf, 2
r30c114/30.114.227.cnf, 117
r30c114/30.114.34.cnf, 21
r30c114/30.114.182.cnf, 110
r30c114/30.114.111.cnf, 588
r30c114/30.114.215.cnf, 168
r30c114/30.114.201.cnf, 297
r30c114/30.114.128.cnf, 2
r30c114/30.114.4.cnf, 16
r30c114/30.114.161.cnf, 8
r30c114/30.114.210.cnf, 96
r30c114/30.114.67.cnf, 316
r30c114/30.114.225.cnf, 948
r30c114/30.114.74.cnf, 7
r30c114/30.114.231.cnf, 1506
r30c114/30.114.191.cnf, 646
r30c114/30.114.120.cnf, 10
r30c114/30.114.296.cnf, 434
r30c114/30.114.164.cnf, 263
r30c114/30.114.6.cnf, 4398
r30c114/30.114.177.cnf, 108
r30c114/30.114.48.cnf, 19
r30c114/30.114.124.cnf, 305
r30c114/30.114.230.cnf, 125
r30c114/30.114.197.cnf, 112
r30c114/30.114.77.cnf, 89
r30c114/30.114.194.cnf, 37
r30c114/30.114.60.cnf, 366
r30c114/30.114.285.cnf, 79
r30c114/30.114.294.cnf, 382
r30c114/30.114.103.cnf, 87
r30c114/30.114.192.cnf, 4645
