file,mc
r30cVqV/101.0.3.1.cnf, 546
r30cVqV/101.0.6.2.cnf, 438
r30cVqV/97.0.9.1.cnf, 560
r30cVqV/104.0.8.1.cnf, 2288
r30cVqV/114.0.2.2.cnf, 3
r30cVqV/113.0.7.2.cnf, 570
r30cVqV/97.0.8.2.cnf, 240
r30cVqV/99.0.3.1.cnf, 1280
r30cVqV/111.0.1.2.cnf, 629
r30cVqV/99.0.3.2.cnf, 899
r30cVqV/110.0.1.2.cnf, 129
r30cVqV/96.0.3.1.cnf, 792
r30cVqV/94.0.5.2.cnf, 9210
r30cVqV/108.0.1.2.cnf, 270
r30cVqV/105.0.4.1.cnf, 54
r30cVqV/109.0.8.1.cnf, 3850
r30cVqV/106.0.3.1.cnf, 457
r30cVqV/112.0.5.2.cnf, 461
r30cVqV/113.0.9.1.cnf, 156
r30cVqV/105.0.5.2.cnf, 1774
r30cVqV/95.0.4.1.cnf, 5625
r30cVqV/104.0.1.1.cnf, 162
r30cVqV/94.0.8.2.cnf, 1320
r30cVqV/104.0.4.2.cnf, 635
r30cVqV/111.0.8.1.cnf, 2496
r30cVqV/95.0.8.1.cnf, 540
r30cVqV/114.0.5.1.cnf, 12
r30cVqV/100.0.6.1.cnf, 404
r30cVqV/91.0.7.2.cnf, 1050
r30cVqV/93.0.6.2.cnf, 4787
r30cVqV/98.0.9.2.cnf, 2496
r30cVqV/108.0.9.1.cnf, 2730
r30cVqV/111.0.7.2.cnf, 936
r30cVqV/95.0.5.2.cnf, 617
r30cVqV/103.0.3.2.cnf, 1507
r30cVqV/98.0.7.1.cnf, 1638
r30cVqV/95.0.7.1.cnf, 3519
r30cVqV/98.0.4.1.cnf, 3137
r30cVqV/90.0.6.2.cnf, 9938
r30cVqV/98.0.2.2.cnf, 1858
r30cVqV/93.0.5.2.cnf, 2147
r30cVqV/94.0.3.2.cnf, 3461
r30cVqV/100.0.8.2.cnf, 392
r30cVqV/95.0.1.2.cnf, 393
r30cVqV/91.0.4.2.cnf, 5603
r30cVqV/91.0.4.1.cnf, 8692
r30cVqV/92.0.3.2.cnf, 3439
r30cVqV/91.0.2.1.cnf, 2815
r30cVqV/102.0.7.2.cnf, 336
r30cVqV/103.0.4.2.cnf, 492
r30cVqV/106.0.7.1.cnf, 9072
r30cVqV/96.0.8.1.cnf, 1240
r30cVqV/100.0.4.2.cnf, 530
r30cVqV/92.0.1.2.cnf, 6053
r30cVqV/107.0.5.1.cnf, 73
r30cVqV/90.0.3.1.cnf, 2402
r30cVqV/100.0.2.2.cnf, 596
r30cVqV/109.0.7.1.cnf, 216
r30cVqV/92.0.9.1.cnf, 800
r30cVqV/110.0.7.2.cnf, 26
r30cVqV/94.0.9.1.cnf, 3400
r30cVqV/91.0.3.1.cnf, 6609
r30cVqV/110.0.1.1.cnf, 211
r30cVqV/106.0.9.2.cnf, 1056
r30cVqV/90.0.7.2.cnf, 858
r30cVqV/101.0.1.1.cnf, 946
r30cVqV/102.0.1.1.cnf, 468
r30cVqV/90.0.7.1.cnf, 4200
r30cVqV/103.0.9.1.cnf, 1122
r30cVqV/111.0.5.1.cnf, 101
r30cVqV/93.0.1.2.cnf, 5621
r30cVqV/111.0.3.1.cnf, 624
r30cVqV/109.0.2.2.cnf, 90
r30cVqV/100.0.1.2.cnf, 115
r30cVqV/95.0.2.2.cnf, 7333
r30cVqV/99.0.2.1.cnf, 193
r30cVqV/113.0.3.2.cnf, 112
r30cVqV/110.0.5.2.cnf, 9
r30cVqV/96.0.1.1.cnf, 1301
r30cVqV/101.0.9.2.cnf, 2080
r30cVqV/99.0.4.1.cnf, 931
r30cVqV/113.0.3.1.cnf, 26
r30cVqV/92.0.3.1.cnf, 469
r30cVqV/102.0.5.1.cnf, 1178
r30cVqV/114.0.5.2.cnf, 19
r30cVqV/112.0.9.2.cnf, 30
r30cVqV/93.0.9.2.cnf, 2888
r30cVqV/114.0.9.2.cnf, 315
r30cVqV/105.0.6.2.cnf, 422
r30cVqV/96.0.7.2.cnf, 4350
r30cVqV/108.0.2.1.cnf, 96
r30cVqV/90.0.5.1.cnf, 5533
r30cVqV/108.0.2.2.cnf, 400
r30cVqV/105.0.3.2.cnf, 834
r30cVqV/102.0.6.2.cnf, 2146
r30cVqV/113.0.4.2.cnf, 156
r30cVqV/92.0.2.2.cnf, 2220
r30cVqV/109.0.9.1.cnf, 462
r30cVqV/111.0.1.1.cnf, 634
r30cVqV/95.0.2.1.cnf, 753
r30cVqV/105.0.7.2.cnf, 480
r30cVqV/112.0.3.2.cnf, 349
r30cVqV/92.0.8.2.cnf, 10816
r30cVqV/107.0.3.1.cnf, 64
r30cVqV/98.0.1.2.cnf, 3887
r30cVqV/93.0.4.2.cnf, 341
r30cVqV/96.0.5.2.cnf, 782
r30cVqV/94.0.3.1.cnf, 2230
r30cVqV/95.0.8.2.cnf, 4080
r30cVqV/106.0.6.1.cnf, 1980
r30cVqV/109.0.5.1.cnf, 1144
r30cVqV/97.0.4.1.cnf, 52
r30cVqV/104.0.7.2.cnf, 1800
r30cVqV/101.0.5.1.cnf, 2945
r30cVqV/101.0.8.1.cnf, 2352
r30cVqV/92.0.9.2.cnf, 9030
r30cVqV/93.0.3.1.cnf, 487
r30cVqV/111.0.5.2.cnf, 760
r30cVqV/108.0.6.1.cnf, 280
r30cVqV/103.0.8.2.cnf, 966
r30cVqV/97.0.5.2.cnf, 3220
r30cVqV/92.0.6.2.cnf, 1532
r30cVqV/106.0.1.2.cnf, 93
r30cVqV/109.0.8.2.cnf, 1656
r30cVqV/110.0.4.1.cnf, 3398
r30cVqV/100.0.8.1.cnf, 1152
r30cVqV/114.0.6.1.cnf, 36
r30cVqV/105.0.8.2.cnf, 1380
r30cVqV/103.0.6.1.cnf, 1528
r30cVqV/91.0.8.2.cnf, 5000
r30cVqV/104.0.5.1.cnf, 1538
r30cVqV/103.0.1.2.cnf, 1135
r30cVqV/94.0.2.1.cnf, 1486
r30cVqV/99.0.7.1.cnf, 2250
r30cVqV/105.0.6.1.cnf, 1321
r30cVqV/113.0.8.2.cnf, 80
r30cVqV/92.0.7.1.cnf, 4680
r30cVqV/107.0.6.1.cnf, 150
r30cVqV/91.0.6.1.cnf, 18918
r30cVqV/91.0.5.2.cnf, 4932
r30cVqV/107.0.2.2.cnf, 1018
r30cVqV/95.0.6.1.cnf, 1232
r30cVqV/100.0.3.2.cnf, 1612
r30cVqV/107.0.9.2.cnf, 2728
r30cVqV/94.0.6.2.cnf, 117
r30cVqV/90.0.6.1.cnf, 28094
r30cVqV/106.0.2.1.cnf, 652
r30cVqV/97.0.3.2.cnf, 9315
r30cVqV/91.0.2.2.cnf, 3521
r30cVqV/101.0.9.1.cnf, 6204
r30cVqV/98.0.5.1.cnf, 456
r30cVqV/92.0.8.1.cnf, 5472
r30cVqV/92.0.5.2.cnf, 2812
r30cVqV/90.0.9.2.cnf, 4640
r30cVqV/96.0.6.2.cnf, 1192
r30cVqV/102.0.4.1.cnf, 390
r30cVqV/101.0.6.1.cnf, 2936
r30cVqV/102.0.4.2.cnf, 514
r30cVqV/91.0.7.1.cnf, 2940
r30cVqV/97.0.4.2.cnf, 357
r30cVqV/103.0.3.1.cnf, 671
r30cVqV/113.0.6.2.cnf, 244
r30cVqV/107.0.2.1.cnf, 158
r30cVqV/92.0.7.2.cnf, 140
r30cVqV/90.0.1.1.cnf, 1392
r30cVqV/114.0.4.2.cnf, 159
r30cVqV/106.0.4.2.cnf, 1678
r30cVqV/103.0.7.1.cnf, 1624
r30cVqV/112.0.6.1.cnf, 189
r30cVqV/102.0.5.2.cnf, 1310
r30cVqV/109.0.4.2.cnf, 1409
r30cVqV/108.0.5.2.cnf, 958
r30cVqV/113.0.1.2.cnf, 952
r30cVqV/98.0.2.1.cnf, 619
r30cVqV/95.0.3.2.cnf, 996
r30cVqV/94.0.9.2.cnf, 9747
r30cVqV/94.0.1.1.cnf, 131
r30cVqV/106.0.5.2.cnf, 558
r30cVqV/94.0.6.1.cnf, 5659
r30cVqV/102.0.7.1.cnf, 286
r30cVqV/112.0.4.2.cnf, 6401
r30cVqV/93.0.6.1.cnf, 1118
r30cVqV/92.0.5.1.cnf, 9230
r30cVqV/111.0.2.2.cnf, 199
r30cVqV/96.0.2.1.cnf, 257
r30cVqV/97.0.7.1.cnf, 4704
r30cVqV/110.0.2.2.cnf, 30
r30cVqV/99.0.9.1.cnf, 68
r30cVqV/97.0.1.2.cnf, 3768
r30cVqV/91.0.9.1.cnf, 1000
r30cVqV/92.0.6.1.cnf, 2894
r30cVqV/100.0.3.1.cnf, 1365
r30cVqV/108.0.9.2.cnf, 168
r30cVqV/109.0.1.1.cnf, 422
r30cVqV/90.0.8.1.cnf, 2926
r30cVqV/100.0.4.1.cnf, 1732
r30cVqV/108.0.7.2.cnf, 350
r30cVqV/93.0.2.1.cnf, 9759
r30cVqV/90.0.2.1.cnf, 3580
r30cVqV/90.0.4.2.cnf, 1263
r30cVqV/110.0.9.2.cnf, 152
r30cVqV/93.0.8.1.cnf, 25296
r30cVqV/90.0.1.2.cnf, 4928
r30cVqV/103.0.6.2.cnf, 4685
r30cVqV/96.0.4.1.cnf, 800
r30cVqV/101.0.7.1.cnf, 684
r30cVqV/91.0.5.1.cnf, 2621
r30cVqV/101.0.3.2.cnf, 15631
r30cVqV/103.0.5.2.cnf, 548
r30cVqV/99.0.8.1.cnf, 640
r30cVqV/102.0.3.1.cnf, 307
r30cVqV/107.0.5.2.cnf, 87
r30cVqV/105.0.1.1.cnf, 624
r30cVqV/102.0.8.2.cnf, 630
r30cVqV/114.0.1.2.cnf, 321
r30cVqV/114.0.1.1.cnf, 253
r30cVqV/110.0.3.2.cnf, 120
r30cVqV/106.0.8.2.cnf, 450
r30cVqV/106.0.8.1.cnf, 160
r30cVqV/108.0.4.1.cnf, 533
r30cVqV/104.0.5.2.cnf, 1311
r30cVqV/107.0.4.1.cnf, 1648
r30cVqV/105.0.5.1.cnf, 1356
r30cVqV/106.0.1.1.cnf, 530
r30cVqV/96.0.5.1.cnf, 2918
r30cVqV/90.0.4.1.cnf, 1679
r30cVqV/107.0.7.2.cnf, 36
r30cVqV/106.0.6.2.cnf, 252
r30cVqV/105.0.4.2.cnf, 6531
r30cVqV/111.0.8.2.cnf, 360
r30cVqV/100.0.7.2.cnf, 2541
r30cVqV/100.0.1.1.cnf, 490
r30cVqV/97.0.2.2.cnf, 1157
r30cVqV/96.0.1.2.cnf, 2344
r30cVqV/98.0.8.2.cnf, 2952
r30cVqV/110.0.6.1.cnf, 235
r30cVqV/96.0.8.2.cnf, 3472
r30cVqV/112.0.3.1.cnf, 195
r30cVqV/102.0.3.2.cnf, 164
r30cVqV/112.0.6.2.cnf, 18
r30cVqV/99.0.9.2.cnf, 288
r30cVqV/112.0.1.2.cnf, 1377
r30cVqV/108.0.6.2.cnf, 3202
r30cVqV/109.0.6.1.cnf, 118
r30cVqV/93.0.5.1.cnf, 9730
r30cVqV/98.0.4.2.cnf, 3599
r30cVqV/97.0.7.2.cnf, 3410
r30cVqV/103.0.4.1.cnf, 954
r30cVqV/101.0.4.1.cnf, 618
r30cVqV/98.0.6.1.cnf, 10073
r30cVqV/99.0.5.1.cnf, 381
r30cVqV/111.0.7.1.cnf, 9
r30cVqV/107.0.1.1.cnf, 32
r30cVqV/97.0.2.1.cnf, 2515
r30cVqV/104.0.2.2.cnf, 179
r30cVqV/94.0.8.1.cnf, 4290
r30cVqV/92.0.2.1.cnf, 855
r30cVqV/93.0.8.2.cnf, 1800
r30cVqV/106.0.2.2.cnf, 1207
r30cVqV/114.0.8.1.cnf, 22
r30cVqV/93.0.7.2.cnf, 260
r30cVqV/106.0.3.2.cnf, 547
r30cVqV/101.0.5.2.cnf, 544
r30cVqV/95.0.6.2.cnf, 2328
r30cVqV/114.0.8.2.cnf, 100
r30cVqV/109.0.3.1.cnf, 10
r30cVqV/105.0.2.1.cnf, 1548
r30cVqV/93.0.7.1.cnf, 11375
r30cVqV/108.0.5.1.cnf, 56
r30cVqV/97.0.6.1.cnf, 664
r30cVqV/101.0.2.2.cnf, 355
r30cVqV/90.0.9.1.cnf, 2142
r30cVqV/93.0.9.1.cnf, 714
r30cVqV/108.0.4.2.cnf, 31
r30cVqV/93.0.1.1.cnf, 16518
r30cVqV/94.0.7.2.cnf, 728
r30cVqV/99.0.6.2.cnf, 2396
r30cVqV/99.0.2.2.cnf, 1070
r30cVqV/94.0.4.2.cnf, 719
r30cVqV/95.0.5.1.cnf, 2190
